# Angle	O-O-O	O-Si-O	Si-O-Si	Si-Si-Si
168.64	0.00281	0.00000	0.01289	0.00017
168.86	0.00271	0.00000	0.01243	0.00016
169.09	0.00265	0.00001	0.01186	0.00014
169.31	0.00257	0.00000	0.01218	0.00011
169.54	0.00258	0.00002	0.01212	0.00016
169.76	0.00245	0.00001	0.01039	0.00017
169.99	0.00235	0.00001	0.01102	0.00012
170.21	0.00230	0.00000	0.01163	0.00013
170.44	0.00232	0.00001	0.01012	0.00019
170.66	0.00223	0.00000	0.01024	0.00011
170.89	0.00224	0.00000	0.01041	0.00009
171.11	0.00219	0.00001	0.01015	0.00010
171.34	0.00211	0.00000	0.00961	0.00012
171.56	0.00198	0.00000	0.00918	0.00011
171.79	0.00199	0.00000	0.00900	0.00009
172.01	0.00190	0.00000	0.00905	0.00010
172.24	0.00192	0.00000	0.00893	0.00009
172.46	0.00177	0.00000	0.00810	0.00007
172.69	0.00173	0.00000	0.00785	0.00009
172.91	0.00170	0.00001	0.00844	0.00008
173.14	0.00161	0.00000	0.00772	0.00009
173.36	0.00162	0.00000	0.00720	0.00005
173.59	0.00156	0.00000	0.00703	0.00006
173.81	0.00155	0.00000	0.00718	0.00007
174.04	0.00141	0.00001	0.00717	0.00006
174.26	0.00131	0.00000	0.00594	0.00003
174.49	0.00125	0.00001	0.00540	0.00002
174.71	0.00123	0.00000	0.00588	0.00004
174.94	0.00128	0.00000	0.00555	0.00004
175.16	0.00108	0.00000	0.00561	0.00006
175.39	0.00107	0.00000	0.00493	0.00005
175.61	0.00107	0.00000	0.00457	0.00005
175.84	0.00094	0.00000	0.00460	0.00004
176.06	0.00091	0.00001	0.00442	0.00004
176.29	0.00084	0.00000	0.00403	0.00002
176.51	0.00080	0.00000	0.00397	0.00001
176.74	0.00078	0.00001	0.00389	0.00003
176.96	0.00068	0.00000	0.00329	0.00002
177.19	0.00063	0.00000	0.00339	0.00004
177.41	0.00057	0.00000	0.00292	0.00003
177.64	0.00053	0.00000	0.00280	0.00001
177.86	0.00053	0.00000	0.00239	0.00003
178.09	0.00044	0.00000	0.00224	0.00002
178.31	0.00038	0.00001	0.00177	0.00001
178.54	0.00033	0.00000	0.00205	0.00002
178.76	0.00030	0.00000	0.00144	0.00001
178.99	0.00022	0.00000	0.00112	0.00002
179.21	0.00018	0.00000	0.00084	0.00000
179.44	0.00013	0.00000	0.00057	0.00000
179.66	0.00008	0.00000	0.00037	0.00000
179.89	0.00003	0.00000	0.00015	0.00000
