# q	O-Si	O-O	Si-Si	total
5.33584	0.66298	0.66298	0.66298	2.58062
5.33889	0.71148	0.71148	0.71148	2.76942
5.34195	0.87212	0.87212	0.87212	3.39473
5.34804	0.97439	0.97439	0.97439	3.79280
5.35413	0.61686	0.61686	0.61686	2.40112
5.35717	0.65307	0.65307	0.65307	2.54206
5.36021	0.97641	0.97641	0.97641	3.80065
5.36325	0.63733	0.63733	0.63733	2.48079
5.36628	0.58023	0.58023	0.58023	2.25855
5.36932	0.64182	0.64182	0.64182	2.49828
5.37235	0.89769	0.89769	0.89769	3.49424
5.37841	0.86863	0.86863	0.86863	3.38113
5.38749	0.74903	0.74903	0.74903	2.91559
5.39051	0.61029	0.61029	0.61029	2.37555
5.39956	0.67210	0.67210	0.67210	2.61615
5.40861	0.69572	0.69572	0.69572	2.70806
5.41162	0.67986	0.67986	0.67986	2.64634
5.41463	1.00584	1.00584	1.00584	3.91522
5.41763	0.72316	0.72316	0.72316	2.81489
5.42064	0.59647	0.59647	0.59647	2.32176
5.42364	0.66880	0.66880	0.66880	2.60327
5.42665	0.80531	0.80531	0.80531	3.13466
5.42965	0.74963	0.74963	0.74963	2.91791
5.43265	0.73097	0.73097	0.73097	2.84527
5.43564	0.64567	0.64567	0.64567	2.51328
5.43864	0.73982	0.73982	0.73982	2.87972
5.44462	0.45154	0.45154	0.45154	1.75760
5.45359	0.64360	0.64360	0.64360	2.50520
5.45658	0.58617	0.58617	0.58617	2.28167
5.45956	0.91360	0.91360	0.91360	3.55616
5.46255	0.71016	0.71016	0.71016	2.76429
5.46553	0.78646	0.78646	0.78646	3.06127
5.46851	0.84771	0.84771	0.84771	3.29970
5.47148	0.60618	0.60618	0.60618	2.35955
5.47743	0.68505	0.68505	0.68505	2.66655
5.48041	0.61126	0.61126	0.61126	2.37931
5.48338	0.69431	0.69431	0.69431	2.70260
5.48635	0.64595	0.64595	0.64595	2.51435
5.49228	0.46039	0.46039	0.46039	1.79207
5.49821	0.37382	0.37382	0.37382	1.45510
5.50117	0.68808	0.68808	0.68808	2.67835
5.50709	0.74040	0.74040	0.74040	2.88201
5.51005	0.73264	0.73264	0.73264	2.85180
5.51300	0.61511	0.61511	0.61511	2.39431
5.51596	0.80297	0.80297	0.80297	3.12556
5.51891	0.68002	0.68002	0.68002	2.64697
5.52481	0.70567	0.70567	0.70567	2.74681
5.52776	0.48629	0.48629	0.48629	1.89288
5.53070	0.64009	0.64009	0.64009	2.49156
5.53365	0.58075	0.58075	0.58075	2.26055
5.53953	0.60468	0.60468	0.60468	2.35370
5.54834	0.61227	0.61227	0.61227	2.38326
5.55128	0.50065	0.50065	0.50065	1.94876
5.55421	0.43619	0.43619	0.43619	1.69786
5.55714	0.55241	0.55241	0.55241	2.15025
5.56007	0.62358	0.62358	0.62358	2.42727
5.56300	0.66333	0.66333	0.66333	2.58199
5.56885	0.57489	0.57489	0.57489	2.23775
5.57470	0.57792	0.57792	0.57792	2.24955
5.57762	0.53139	0.53139	0.53139	2.06842
5.58054	0.37510	0.37510	0.37510	1.46007
5.58637	0.71134	0.71134	0.71134	2.76889
5.59512	0.35293	0.35293	0.35293	1.37376
5.59803	0.51552	0.51552	0.51552	2.00664
5.59803	0.72082	0.72082	0.72082	2.80579
5.60093	0.37001	0.37001	0.37001	1.44024
5.60384	0.61064	0.61064	0.61064	2.37692
5.60675	0.56961	0.56961	0.56961	2.21721
5.61255	0.41884	0.41884	0.41884	1.63033
5.61836	0.43800	0.43800	0.43800	1.70492
5.62125	0.55396	0.55396	0.55396	2.15630
5.62415	0.42897	0.42897	0.42897	1.66976
5.62705	0.57457	0.57457	0.57457	2.23649
5.63283	0.56699	0.56699	0.56699	2.20701
5.63861	0.55701	0.55701	0.55701	2.16815
5.64150	0.73118	0.73118	0.73118	2.84611
5.64439	0.35348	0.35348	0.35348	1.37592
5.64727	0.39547	0.39547	0.39547	1.53935
5.65016	0.48972	0.48972	0.48972	1.90623
5.65304	0.66517	0.66517	0.66517	2.58918
5.65592	0.48368	0.48368	0.48368	1.88271
5.65880	0.49662	0.49662	0.49662	1.93310
5.66455	0.72478	0.72478	0.72478	2.82120
5.67030	0.56481	0.56481	0.56481	2.19851
5.67317	0.59581	0.59581	0.59581	2.31920
5.68177	0.58778	0.58778	0.58778	2.28794
5.69037	0.55518	0.55518	0.55518	2.16104
5.69323	0.54236	0.54236	0.54236	2.11114
5.69609	0.53235	0.53235	0.53235	2.07217
5.69895	0.52871	0.52871	0.52871	2.05798
5.70181	0.53309	0.53309	0.53309	2.07506
5.70466	0.72157	0.72157	0.72157	2.80870
5.70752	0.50967	0.50967	0.50967	1.98387
5.71037	0.52768	0.52768	0.52768	2.05400
5.71322	0.46829	0.46829	0.46829	1.82282
5.71607	0.37847	0.37847	0.37847	1.47320
5.71892	0.49155	0.49155	0.49155	1.91337
5.72461	0.37203	0.37203	0.37203	1.44812
5.73314	0.39860	0.39860	0.39860	1.55156
5.73599	0.57176	0.57176	0.57176	2.22556
5.73882	0.45001	0.45001	0.45001	1.75164
5.74166	0.55561	0.55561	0.55561	2.16270
5.74450	0.53115	0.53115	0.53115	2.06750
5.75300	0.39936	0.39936	0.39936	1.55451
5.75866	0.52595	0.52595	0.52595	2.04726
5.75866	0.46466	0.46466	0.46466	1.80868
5.76148	0.47431	0.47431	0.47431	1.84624
5.76431	0.53494	0.53494	0.53494	2.08223
5.76996	0.33834	0.33834	0.33834	1.31698
5.77842	0.45706	0.45706	0.45706	1.77910
5.78124	0.32964	0.32964	0.32964	1.28310
5.78124	0.41148	0.41148	0.41148	1.60167
5.78406	0.41883	0.41883	0.41883	1.63028
5.78687	0.42819	0.42819	0.42819	1.66672
5.78687	0.39487	0.39487	0.39487	1.53704
5.78969	0.63834	0.63834	0.63834	2.48474
5.79250	0.42089	0.42089	0.42089	1.63832
5.79250	0.46666	0.46666	0.46666	1.81646
5.79531	0.50365	0.50365	0.50365	1.96043
5.80093	0.45303	0.45303	0.45303	1.76340
5.80374	0.77027	0.77027	0.77027	2.99826
5.80654	0.45881	0.45881	0.45881	1.78589
5.80935	0.45281	0.45281	0.45281	1.76255
5.81495	0.21596	0.21596	0.21596	0.84063
5.82335	0.53025	0.53025	0.53025	2.06398
5.82614	0.49536	0.49536	0.49536	1.92819
5.82614	0.44941	0.44941	0.44941	1.74933
5.82894	0.34949	0.34949	0.34949	1.36037
5.83173	0.48961	0.48961	0.48961	1.90579
5.83452	0.46719	0.46719	0.46719	1.81853
5.83732	0.41989	0.41989	0.41989	1.63443
5.83732	0.46356	0.46356	0.46356	1.80438
5.84011	0.33775	0.33775	0.33775	1.31468
5.84568	0.45334	0.45334	0.45334	1.76463
5.84847	0.52679	0.52679	0.52679	2.05052
5.85125	0.33810	0.33810	0.33810	1.31606
5.85403	0.43205	0.43205	0.43205	1.68174
5.85959	0.21949	0.21949	0.21949	0.85438
5.86793	0.48016	0.48016	0.48016	1.86901
5.87070	0.41740	0.41740	0.41740	1.62473
5.87348	0.38125	0.38125	0.38125	1.48402
5.87625	0.53348	0.53348	0.53348	2.07656
5.87902	0.39371	0.39371	0.39371	1.53251
5.88179	0.54508	0.54508	0.54508	2.12171
5.88456	0.44543	0.44543	0.44543	1.73381
5.89009	0.57061	0.57061	0.57061	2.22110
5.89286	0.35238	0.35238	0.35238	1.37163
5.89562	0.52401	0.52401	0.52401	2.03970
5.89838	0.39789	0.39789	0.39789	1.54878
5.90390	0.42280	0.42280	0.42280	1.64574
5.90942	0.43842	0.43842	0.43842	1.70652
5.91217	0.53532	0.53532	0.53532	2.08371
5.91768	0.46221	0.46221	0.46221	1.79913
5.92043	0.36958	0.36958	0.36958	1.43858
5.92318	0.49802	0.49802	0.49802	1.93853
5.92593	0.49802	0.49802	0.49802	1.93852
5.93143	0.48417	0.48417	0.48417	1.88463
5.93692	0.46255	0.46255	0.46255	1.80047
5.93966	0.44925	0.44925	0.44925	1.74870
5.94240	0.44773	0.44773	0.44773	1.74277
5.94240	0.34620	0.34620	0.34620	1.34758
5.94788	0.30289	0.30289	0.30289	1.17901
5.95609	0.54971	0.54971	0.54971	2.13973
5.95883	0.39844	0.39844	0.39844	1.55092
5.96156	0.43955	0.43955	0.43955	1.71093
5.96429	0.37865	0.37865	0.37865	1.47389
5.96702	0.34250	0.34250	0.34250	1.33318
5.96975	0.33978	0.33978	0.33978	1.32257
5.97248	0.47795	0.47795	0.47795	1.86039
5.97793	0.41055	0.41055	0.41055	1.59806
5.98337	0.41750	0.41750	0.41750	1.62510
5.98610	0.47155	0.47155	0.47155	1.83551
5.99153	0.45884	0.45884	0.45884	1.78602
5.99969	0.29117	0.29117	0.29117	1.13338
6.00240	0.34835	0.34835	0.34835	1.35596
6.00511	0.28255	0.28255	0.28255	1.09984
6.00782	0.44414	0.44414	0.44414	1.72879
6.01053	0.39230	0.39230	0.39230	1.52704
6.01324	0.44570	0.44570	0.44570	1.73487
6.01595	0.51010	0.51010	0.51010	1.98556
6.02136	0.41829	0.41829	0.41829	1.62817
6.02407	0.41550	0.41550	0.41550	1.61734
6.02407	0.32668	0.32668	0.32668	1.27160
6.02677	0.31712	0.31712	0.31712	1.23439
6.02947	0.39979	0.39979	0.39979	1.55616
6.03487	0.14799	0.14799	0.14799	0.57606
6.04297	0.40432	0.40432	0.40432	1.57379
6.04566	0.37654	0.37654	0.37654	1.46568
6.04835	0.43644	0.43644	0.43644	1.69883
6.05105	0.44427	0.44427	0.44427	1.72932
6.05374	0.34521	0.34521	0.34521	1.34374
6.05643	0.49978	0.49978	0.49978	1.94538
6.05912	0.39842	0.39842	0.39842	1.55083
6.06449	0.38501	0.38501	0.38501	1.49864
6.06718	0.36992	0.36992	0.36992	1.43991
6.06986	0.44526	0.44526	0.44526	1.73317
6.07254	0.37211	0.37211	0.37211	1.44843
6.07790	0.42329	0.42329	0.42329	1.64765
6.08594	0.40347	0.40347	0.40347	1.57049
6.08862	0.36172	0.36172	0.36172	1.40798
6.08862	0.37963	0.37963	0.37963	1.47769
6.09129	0.47366	0.47366	0.47366	1.84371
6.09396	0.34350	0.34350	0.34350	1.33706
6.09663	0.40170	0.40170	0.40170	1.56362
6.09931	0.38868	0.38868	0.38868	1.51292
6.10464	0.28434	0.28434	0.28434	1.10679
6.10998	0.44654	0.44654	0.44654	1.73815
6.11264	0.32204	0.32204	0.32204	1.25354
6.11531	0.54910	0.54910	0.54910	2.13737
6.12063	0.35309	0.35309	0.35309	1.37440
6.12861	0.40224	0.40224	0.40224	1.56570
6.13392	0.52657	0.52657	0.52657	2.04968
6.13658	0.32753	0.32753	0.32753	1.27491
6.13923	0.41988	0.41988	0.41988	1.63437
6.14188	0.38313	0.38313	0.38313	1.49132
6.14454	0.41924	0.41924	0.41924	1.63187
6.14983	0.38590	0.38590	0.38590	1.50211
6.15248	0.41373	0.41373	0.41373	1.61043
6.15513	0.34137	0.34137	0.34137	1.32879
6.15778	0.30026	0.30026	0.30026	1.16875
6.16306	0.41256	0.41256	0.41256	1.60588
6.16835	0.41134	0.41134	0.41134	1.60114
6.17099	0.32510	0.32510	0.32510	1.26543
6.17626	0.38550	0.38550	0.38550	1.50056
6.17890	0.54143	0.54143	0.54143	2.10751
6.17890	0.28177	0.28177	0.28177	1.09678
6.18154	0.25009	0.25009	0.25009	0.97347
6.18417	0.36347	0.36347	0.36347	1.41480
6.18680	0.27987	0.27987	0.27987	1.08941
6.19207	0.34129	0.34129	0.34129	1.32848
6.19732	0.42718	0.42718	0.42718	1.66281
6.19995	0.48395	0.48395	0.48395	1.88377
6.19995	0.39620	0.39620	0.39620	1.54221
6.20782	0.28374	0.28374	0.28374	1.10445
6.21570	0.50968	0.50968	0.50968	1.98390
6.21831	0.39627	0.39627	0.39627	1.54248
6.22093	0.35014	0.35014	0.35014	1.36292
6.22355	0.33686	0.33686	0.33686	1.31121
6.22878	0.35591	0.35591	0.35591	1.38538
6.23140	0.37800	0.37800	0.37800	1.47138
6.23401	0.37335	0.37335	0.37335	1.45326
6.23923	0.38664	0.38664	0.38664	1.50499
6.24706	0.39065	0.39065	0.39065	1.52058
6.25488	0.33684	0.33684	0.33684	1.31113
6.25748	0.45860	0.45860	0.45860	1.78511
6.26008	0.42479	0.42479	0.42479	1.65349
6.26529	0.39398	0.39398	0.39398	1.53356
6.27308	0.32874	0.32874	0.32874	1.27961
6.27827	0.41956	0.41956	0.41956	1.63315
6.27827	0.33178	0.33178	0.33178	1.29145
6.28086	0.27216	0.27216	0.27216	1.05938
6.28346	0.39301	0.39301	0.39301	1.52980
6.28864	0.21067	0.21067	0.21067	0.82002
6.29640	0.25649	0.25649	0.25649	0.99836
6.29899	0.36469	0.36469	0.36469	1.41954
6.30158	0.35515	0.35515	0.35515	1.38241
6.30416	0.38240	0.38240	0.38240	1.48849
6.30674	0.30477	0.30477	0.30477	1.18629
6.30933	0.37636	0.37636	0.37636	1.46498
6.30933	0.28125	0.28125	0.28125	1.09475
6.31191	0.39301	0.39301	0.39301	1.52979
6.31707	0.38992	0.38992	0.38992	1.51778
6.32222	0.46840	0.46840	0.46840	1.82325
6.32480	0.33719	0.33719	0.33719	1.31250
6.32480	0.38542	0.38542	0.38542	1.50025
6.32994	0.36073	0.36073	0.36073	1.40415
6.33766	0.33629	0.33629	0.33629	1.30899
6.34023	0.30937	0.30937	0.30937	1.20420
6.34280	0.38842	0.38842	0.38842	1.51192
6.34793	0.36575	0.36575	0.36575	1.42366
6.35050	0.45003	0.45003	0.45003	1.75173
6.35306	0.60668	0.60668	0.60668	2.36151
6.35819	0.33396	0.33396	0.33396	1.29992
6.36075	0.46003	0.46003	0.46003	1.79064
6.36331	0.34846	0.34846	0.34846	1.35638
6.36587	0.32222	0.32222	0.32222	1.25423
6.37353	0.43320	0.43320	0.43320	1.68622
6.38120	0.33258	0.33258	0.33258	1.29455
6.38375	0.32403	0.32403	0.32403	1.26129
6.38630	0.43949	0.43949	0.43949	1.71069
6.38630	0.32773	0.32773	0.32773	1.27569
6.38885	0.26663	0.26663	0.26663	1.03785
6.39140	0.31130	0.31130	0.31130	1.21175
6.39395	0.24577	0.24577	0.24577	0.95664
6.39904	0.16183	0.16183	0.16183	0.62993
6.40159	0.32450	0.32450	0.32450	1.26312
6.40413	0.34706	0.34706	0.34706	1.35093
6.40667	0.30298	0.30298	0.30298	1.17933
6.40667	0.27495	0.27495	0.27495	1.07023
6.41176	0.57699	0.57699	0.57699	2.24591
6.41937	0.36754	0.36754	0.36754	1.43064
6.42191	0.06604	0.06604	0.06604	0.25704
6.42445	0.33365	0.33365	0.33365	1.29871
6.42951	0.45960	0.45960	0.45960	1.78898
6.43205	0.38650	0.38650	0.38650	1.50445
6.43711	0.47810	0.47810	0.47810	1.86101
6.44470	0.35241	0.35241	0.35241	1.37175
6.44722	0.25700	0.25700	0.25700	1.00035
6.44722	0.32500	0.32500	0.32500	1.26504
6.45479	0.41938	0.41938	0.41938	1.63244
6.46488	0.36309	0.36309	0.36309	1.41333
6.46740	0.19391	0.19391	0.19391	0.75481
6.46992	0.33937	0.33937	0.33937	1.32097
6.47495	0.40032	0.40032	0.40032	1.55825
6.47747	0.32027	0.32027	0.32027	1.24663
6.47998	0.30739	0.30739	0.30739	1.19652
6.48250	0.26250	0.26250	0.26250	1.02179
6.48501	0.35389	0.35389	0.35389	1.37752
6.48752	0.37866	0.37866	0.37866	1.47391
6.49254	0.36677	0.36677	0.36677	1.42766
6.49755	0.15332	0.15332	0.15332	0.59681
6.50006	0.32534	0.32534	0.32534	1.26637
6.50257	0.52103	0.52103	0.52103	2.02811
6.50257	0.39968	0.39968	0.39968	1.55576
6.50507	0.34801	0.34801	0.34801	1.35461
6.51008	0.35617	0.35617	0.35617	1.38638
6.51258	0.38614	0.38614	0.38614	1.50303
6.51258	0.35170	0.35170	0.35170	1.36900
6.51508	0.23478	0.23478	0.23478	0.91387
6.52008	0.53172	0.53172	0.53172	2.06971
6.52257	0.24555	0.24555	0.24555	0.95580
6.52507	0.41284	0.41284	0.41284	1.60699
6.53255	0.32641	0.32641	0.32641	1.27056
6.54003	0.30260	0.30260	0.30260	1.17785
6.54252	0.31968	0.31968	0.31968	1.24433
6.54252	0.23345	0.23345	0.23345	0.90868
6.54501	0.35772	0.35772	0.35772	1.39241
6.54998	0.31434	0.31434	0.31434	1.22356
6.55247	0.44677	0.44677	0.44677	1.73904
6.55496	0.36862	0.36862	0.36862	1.43485
6.55992	0.47168	0.47168	0.47168	1.83599
6.56489	0.46038	0.46038	0.46038	1.79203
6.56737	0.36843	0.36843	0.36843	1.43409
6.57232	0.37802	0.37802	0.37802	1.47143
6.57728	0.44924	0.44924	0.44924	1.74867
6.57976	0.28745	0.28745	0.28745	1.11888
6.58223	0.32145	0.32145	0.32145	1.25124
6.58471	0.36775	0.36775	0.36775	1.43146
6.58718	0.39882	0.39882	0.39882	1.55241
6.58965	0.33258	0.33258	0.33258	1.29457
6.59212	0.29874	0.29874	0.29874	1.16283
6.59212	0.37263	0.37263	0.37263	1.45045
6.59706	0.20668	0.20668	0.20668	0.80448
6.60447	0.34331	0.34331	0.34331	1.33631
6.61186	0.31246	0.31246	0.31246	1.21623
6.61925	0.35691	0.35691	0.35691	1.38927
6.62171	0.29937	0.29937	0.29937	1.16530
6.62417	0.38213	0.38213	0.38213	1.48745
6.62662	0.46376	0.46376	0.46376	1.80516
6.62908	0.37978	0.37978	0.37978	1.47830
6.63154	0.27903	0.27903	0.27903	1.08612
6.63645	0.34027	0.34027	0.34027	1.32450
6.64136	0.27636	0.27636	0.27636	1.07571
6.64136	0.24400	0.24400	0.24400	0.94976
6.64381	0.34479	0.34479	0.34479	1.34208
6.64626	0.33593	0.33593	0.33593	1.30759
6.65116	0.47981	0.47981	0.47981	1.86765
6.65850	0.26436	0.26436	0.26436	1.02902
6.66339	0.28565	0.28565	0.28565	1.11189
6.66584	0.35211	0.35211	0.35211	1.37059
6.66828	0.40790	0.40790	0.40790	1.58773
6.67316	0.36248	0.36248	0.36248	1.41094
6.67560	0.16513	0.16513	0.16513	0.64278
6.67804	0.28461	0.28461	0.28461	1.10785
6.68292	0.31646	0.31646	0.31646	1.23181
6.68535	0.37766	0.37766	0.37766	1.47004
6.69022	0.31588	0.31588	0.31588	1.22954
6.69752	0.56478	0.56478	0.56478	2.19840
6.70239	0.30092	0.30092	0.30092	1.17134
6.70725	0.40229	0.40229	0.40229	1.56589
6.70967	0.30233	0.30233	0.30233	1.17681
6.71210	0.26212	0.26212	0.26212	1.02030
6.71695	0.35837	0.35837	0.35837	1.39495
6.71938	0.41712	0.41712	0.41712	1.62363
6.72180	0.42794	0.42794	0.42794	1.66575
6.72422	0.39816	0.39816	0.39816	1.54981
6.72906	0.29713	0.29713	0.29713	1.15656
6.73632	0.35048	0.35048	0.35048	1.36424
6.74116	0.32548	0.32548	0.32548	1.26691
6.74357	0.42997	0.42997	0.42997	1.67364
6.74357	0.29840	0.29840	0.29840	1.16152
6.74599	0.42709	0.42709	0.42709	1.66243
6.74840	0.40031	0.40031	0.40031	1.55818
6.75323	0.28857	0.28857	0.28857	1.12325
6.75805	0.32540	0.32540	0.32540	1.26661
6.76046	0.40731	0.40731	0.40731	1.58546
6.76287	0.31699	0.31699	0.31699	1.23386
6.77009	0.32074	0.32074	0.32074	1.24846
6.77730	0.35067	0.35067	0.35067	1.36499
6.77971	0.31667	0.31667	0.31667	1.23263
6.78211	0.34673	0.34673	0.34673	1.34966
6.78451	0.41447	0.41447	0.41447	1.61333
6.78931	0.29844	0.29844	0.29844	1.16169
6.79411	0.25942	0.25942	0.25942	1.00978
6.79890	0.33122	0.33122	0.33122	1.28926
6.80608	0.36604	0.36604	0.36604	1.42480
6.81326	0.44717	0.44717	0.44717	1.74061
6.81804	0.37563	0.37563	0.37563	1.46214
6.82281	0.30633	0.30633	0.30633	1.19239
6.82759	0.45096	0.45096	0.45096	1.75535
6.82997	0.52527	0.52527	0.52527	2.04461
6.83236	0.46997	0.46997	0.46997	1.82935
6.83474	0.27204	0.27204	0.27204	1.05891
6.83712	0.34122	0.34122	0.34122	1.32820
6.83950	0.23932	0.23932	0.23932	0.93156
6.84426	0.36227	0.36227	0.36227	1.41011
6.84902	0.24639	0.24639	0.24639	0.95908
6.85140	0.37709	0.37709	0.37709	1.46783
6.85615	0.38459	0.38459	0.38459	1.49700
6.85853	0.39286	0.39286	0.39286	1.52920
6.86090	0.37027	0.37027	0.37027	1.44127
6.86565	0.42505	0.42505	0.42505	1.65452
6.87039	0.39149	0.39149	0.39149	1.52388
6.87276	0.33851	0.33851	0.33851	1.31765
6.87513	0.35074	0.35074	0.35074	1.36525
6.87750	0.32448	0.32448	0.32448	1.26302
6.88223	0.39500	0.39500	0.39500	1.53752
6.88697	0.21262	0.21262	0.21262	0.82760
6.88933	0.38980	0.38980	0.38980	1.51729
6.89170	0.33079	0.33079	0.33079	1.28760
6.89406	0.38250	0.38250	0.38250	1.48889
6.89642	0.41367	0.41367	0.41367	1.61022
6.89878	0.31504	0.31504	0.31504	1.22630
6.90114	0.22603	0.22603	0.22603	0.87983
6.90586	0.36936	0.36936	0.36936	1.43773
6.91293	0.34184	0.34184	0.34184	1.33060
6.91529	0.34152	0.34152	0.34152	1.32935
6.92235	0.35913	0.35913	0.35913	1.39790
6.92941	0.34910	0.34910	0.34910	1.35887
6.93176	0.30067	0.30067	0.30067	1.17036
6.93646	0.31853	0.31853	0.31853	1.23988
6.93880	0.39049	0.39049	0.39049	1.51998
6.94115	0.31055	0.31055	0.31055	1.20882
6.94350	0.31561	0.31561	0.31561	1.22850
6.94584	0.47197	0.47197	0.47197	1.83713
6.94819	0.27835	0.27835	0.27835	1.08348
6.95521	0.21050	0.21050	0.21050	0.81938
6.96458	0.39842	0.39842	0.39842	1.55086
6.96925	0.31288	0.31288	0.31288	1.21787
6.97159	0.33639	0.33639	0.33639	1.30940
6.97159	0.65690	0.65690	0.65690	2.55697
6.97392	0.35451	0.35451	0.35451	1.37991
6.97859	0.42663	0.42663	0.42663	1.66065
6.98326	0.60308	0.60308	0.60308	2.34748
6.98559	0.24550	0.24550	0.24550	0.95560
6.98792	0.33027	0.33027	0.33027	1.28557
6.99724	0.30158	0.30158	0.30158	1.17390
7.00422	0.26610	0.26610	0.26610	1.03580
7.00655	0.40474	0.40474	0.40474	1.57544
7.00887	0.45439	0.45439	0.45439	1.76870
7.01119	0.24069	0.24069	0.24069	0.93690
7.01352	0.36606	0.36606	0.36606	1.42489
7.01352	0.37653	0.37653	0.37653	1.46564
7.01584	0.31513	0.31513	0.31513	1.22666
7.01816	0.39466	0.39466	0.39466	1.53621
7.02048	0.26339	0.26339	0.26339	1.02522
7.02512	0.33624	0.33624	0.33624	1.30881
7.02744	0.29490	0.29490	0.29490	1.14788
7.03207	0.32608	0.32608	0.32608	1.26925
7.03902	0.37680	0.37680	0.37680	1.46671
7.04133	0.36325	0.36325	0.36325	1.41396
7.04364	0.31976	0.31976	0.31976	1.24466
7.04596	0.09996	0.09996	0.09996	0.38911
7.04827	0.36787	0.36787	0.36787	1.43192
7.05058	0.29787	0.29787	0.29787	1.15946
7.05519	0.25511	0.25511	0.25511	0.99302
7.05981	0.23687	0.23687	0.23687	0.92202
7.06212	0.38593	0.38593	0.38593	1.50224
7.06442	0.33717	0.33717	0.33717	1.31244
7.06903	0.31216	0.31216	0.31216	1.21510
7.07594	0.29655	0.29655	0.29655	1.15430
7.07824	0.35146	0.35146	0.35146	1.36806
7.07824	0.28924	0.28924	0.28924	1.12588
7.08054	0.38924	0.38924	0.38924	1.51512
7.08285	0.41072	0.41072	0.41072	1.59872
7.08514	0.35368	0.35368	0.35368	1.37670
7.08744	0.39063	0.39063	0.39063	1.52052
7.08974	0.25603	0.25603	0.25603	0.99661
7.09433	0.30684	0.30684	0.30684	1.19436
7.09663	0.38108	0.38108	0.38108	1.48333
7.09892	0.25105	0.25105	0.25105	0.97719
7.10122	0.33196	0.33196	0.33196	1.29213
7.10580	0.33536	0.33536	0.33536	1.30538
7.11039	0.34946	0.34946	0.34946	1.36028
7.11268	0.39788	0.39788	0.39788	1.54873
7.11497	0.37739	0.37739	0.37739	1.46899
7.11726	0.45463	0.45463	0.45463	1.76966
7.12183	0.24509	0.24509	0.24509	0.95400
7.12412	0.34714	0.34714	0.34714	1.35123
7.12640	0.39745	0.39745	0.39745	1.54705
7.13097	0.41969	0.41969	0.41969	1.63362
7.13326	0.37065	0.37065	0.37065	1.44277
7.13554	0.32679	0.32679	0.32679	1.27202
7.13782	0.30119	0.30119	0.30119	1.17238
7.13782	0.31644	0.31644	0.31644	1.23174
7.14466	0.36164	0.36164	0.36164	1.40768
7.15378	0.46769	0.46769	0.46769	1.82047
7.15605	0.36625	0.36625	0.36625	1.42561
7.15833	0.44648	0.44648	0.44648	1.73792
7.16288	0.27159	0.27159	0.27159	1.05717
7.16743	0.46357	0.46357	0.46357	1.80446
7.16970	0.34347	0.34347	0.34347	1.33693
7.17197	0.25929	0.25929	0.25929	1.00928
7.17424	0.52762	0.52762	0.52762	2.05376
7.17878	0.34092	0.34092	0.34092	1.32703
7.18332	0.47165	0.47165	0.47165	1.83587
7.18785	0.20569	0.20569	0.20569	0.80066
7.19238	0.47164	0.47164	0.47164	1.83585
7.19917	0.35768	0.35768	0.35768	1.39227
7.20596	0.36665	0.36665	0.36665	1.42720
7.20821	0.32695	0.32695	0.32695	1.27266
7.21047	0.40883	0.40883	0.40883	1.59135
7.21499	0.40309	0.40309	0.40309	1.56901
7.22176	0.37051	0.37051	0.37051	1.44218
7.22402	0.41139	0.41139	0.41139	1.60133
7.22627	0.44722	0.44722	0.44722	1.74081
7.23078	0.38637	0.38637	0.38637	1.50395
7.23303	0.36733	0.36733	0.36733	1.42982
7.23528	0.41207	0.41207	0.41207	1.60398
7.23753	0.39905	0.39905	0.39905	1.55330
7.23978	0.65277	0.65277	0.65277	2.54088
7.24428	0.46488	0.46488	0.46488	1.80955
7.24653	0.33898	0.33898	0.33898	1.31948
7.25102	0.48813	0.48813	0.48813	1.90003
7.25776	0.41441	0.41441	0.41441	1.61310
7.26000	0.38143	0.38143	0.38143	1.48472
7.26224	0.67171	0.67171	0.67171	2.61464
7.26449	0.40040	0.40040	0.40040	1.55854
7.26673	0.30593	0.30593	0.30593	1.19081
7.26897	0.33680	0.33680	0.33680	1.31099
7.27121	0.35168	0.35168	0.35168	1.36890
7.27569	0.34920	0.34920	0.34920	1.35924
7.27793	0.45939	0.45939	0.45939	1.78816
7.28016	0.25629	0.25629	0.25629	0.99760
7.28240	0.64401	0.64401	0.64401	2.50680
7.28687	0.29345	0.29345	0.29345	1.14225
7.29358	0.34805	0.34805	0.34805	1.35478
7.29581	0.36921	0.36921	0.36921	1.43715
7.29804	0.31574	0.31574	0.31574	1.22903
7.30027	0.38388	0.38388	0.38388	1.49424
7.30250	0.40833	0.40833	0.40833	1.58944
7.30473	0.44038	0.44038	0.44038	1.71416
7.30919	0.35446	0.35446	0.35446	1.37972
7.31365	0.42533	0.42533	0.42533	1.65560
7.31587	0.49390	0.49390	0.49390	1.92250
7.31810	0.37059	0.37059	0.37059	1.44250
7.32255	0.47232	0.47232	0.47232	1.83850
7.32700	0.59390	0.59390	0.59390	2.31173
7.32922	0.46866	0.46866	0.46866	1.82424
7.33588	0.46150	0.46150	0.46150	1.79637
7.34476	0.40359	0.40359	0.40359	1.57097
7.34919	0.40186	0.40186	0.40186	1.56425
7.35141	0.53866	0.53866	0.53866	2.09671
7.35362	0.47467	0.47467	0.47467	1.84764
7.36026	0.44059	0.44059	0.44059	1.71498
7.36690	0.38545	0.38545	0.38545	1.50036
7.36911	0.56600	0.56600	0.56600	2.20316
7.37132	0.40747	0.40747	0.40747	1.58606
7.37353	0.49498	0.49498	0.49498	1.92670
