# ['bins', '4_fold', '5_fold', '6_fold', '5_fold_sbp', '5_fold_tbp', '5_fold_SBP', '5_fold_TBP']
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00020	0.00054	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00030	0.00136	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00040	0.00272	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00050	0.00163	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00060	0.00272	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00070	0.00462	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00080	0.00570	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00090	0.00652	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00100	0.00625	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00110	0.00625	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00120	0.00842	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00130	0.00978	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00140	0.01141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00150	0.01249	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00160	0.01304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00170	0.01032	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00180	0.01304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00190	0.01032	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00200	0.01141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00210	0.01114	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00220	0.01276	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00230	0.01141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00240	0.01358	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00250	0.01684	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00260	0.01630	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00270	0.01602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00280	0.01602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00290	0.01548	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00300	0.01304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00310	0.01331	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00320	0.01412	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00330	0.01630	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00340	0.01249	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00350	0.01439	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00360	0.01276	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00370	0.01195	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00380	0.01548	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00390	0.01249	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00400	0.01385	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00410	0.01602	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00420	0.01467	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00430	0.01222	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00440	0.01141	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00450	0.01412	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00460	0.01304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00470	0.01304	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00480	0.00896	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00490	0.01114	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00501	0.01331	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00511	0.00815	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00521	0.00951	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00531	0.01195	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00541	0.00978	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00551	0.01032	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00561	0.00951	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
