# r	O-Si	O-O	Si-Si	total
5.38125	0.96236	0.97185	1.04028	0.97291
5.39375	0.97165	0.95634	1.00410	0.96559
5.40625	0.98662	0.95479	1.01766	0.97150
5.41875	0.99245	0.94771	1.01604	0.96981
5.43125	1.00224	0.92550	1.00152	0.96055
5.44375	1.01190	0.92591	1.00010	0.96442
5.45625	1.02451	0.91371	0.97725	0.96110
5.46875	1.03307	0.89620	0.98674	0.95558
5.48125	1.04208	0.87996	0.95542	0.94809
5.49375	1.04321	0.87074	0.96016	0.94386
5.50625	1.05295	0.86349	0.95877	0.94360
5.51875	1.06487	0.85683	0.94812	0.94388
5.53125	1.07347	0.84206	0.98409	0.94169
5.54375	1.08148	0.83737	0.94797	0.93975
5.55625	1.08294	0.83003	0.94225	0.93594
5.56875	1.08966	0.82729	0.93908	0.93684
5.58125	1.09057	0.81571	0.92490	0.92992
5.59375	1.11178	0.82246	0.93960	0.94284
5.60625	1.11688	0.79625	0.92943	0.92989
5.61875	1.12598	0.80013	0.90923	0.93412
5.63125	1.11808	0.80145	0.89797	0.93099
5.64375	1.12919	0.79781	0.89181	0.93290
5.65625	1.13645	0.78176	0.89414	0.92717
5.66875	1.14503	0.77990	0.87824	0.92839
5.68125	1.14272	0.77324	0.87488	0.92365
5.69375	1.14812	0.77373	0.86537	0.92535
5.70625	1.15990	0.76815	0.85040	0.92585
5.71875	1.15424	0.76670	0.84068	0.92219
5.73125	1.16294	0.76479	0.84810	0.92505
5.74375	1.16839	0.76323	0.79629	0.92272
5.75625	1.17184	0.76508	0.83001	0.92740
5.76875	1.17261	0.76180	0.80723	0.92434
5.78125	1.16932	0.76594	0.79640	0.92456
5.79375	1.17232	0.76176	0.78261	0.92250
5.80625	1.19401	0.76242	0.79126	0.93187
5.81875	1.17795	0.76695	0.76841	0.92651
5.83125	1.19636	0.74889	0.76271	0.92346
5.84375	1.19119	0.74860	0.74256	0.91990
5.85625	1.19246	0.75492	0.76182	0.92516
5.86875	1.20126	0.75328	0.75668	0.92732
5.88125	1.20334	0.75854	0.74589	0.93024
5.89375	1.19173	0.76569	0.73437	0.92882
5.90625	1.19578	0.76304	0.73865	0.92925
5.91875	1.20101	0.75503	0.71428	0.92524
5.93125	1.20096	0.76182	0.73593	0.93041
5.94375	1.20489	0.76490	0.71188	0.93193
5.95625	1.19000	0.76100	0.71489	0.92425
5.96875	1.20469	0.77111	0.70661	0.93486
5.98125	1.18868	0.75880	0.70721	0.92201
5.99375	1.20178	0.75954	0.71463	0.92801
6.00625	1.20426	0.76548	0.71596	0.93229
6.01875	1.20384	0.76502	0.71435	0.93176
6.03125	1.19245	0.76694	0.73411	0.92975
6.04375	1.19093	0.76548	0.71820	0.92727
6.05625	1.19503	0.76692	0.72193	0.92990
6.06875	1.18467	0.77379	0.72529	0.92984
6.08125	1.17889	0.77313	0.73868	0.92817
6.09375	1.17960	0.77977	0.73488	0.93178
6.10625	1.18135	0.77383	0.73385	0.92917
6.11875	1.18792	0.77868	0.73752	0.93461
6.13125	1.17370	0.78242	0.75172	0.93210
6.14375	1.17551	0.78859	0.75289	0.93623
6.15625	1.17028	0.79213	0.74638	0.93568
6.16875	1.16729	0.78963	0.75379	0.93367
6.18125	1.17269	0.80041	0.73864	0.94057
6.19375	1.16535	0.80054	0.76531	0.93964
6.20625	1.15902	0.79955	0.78539	0.93804
6.21875	1.14979	0.80409	0.76372	0.93542
6.23125	1.14881	0.81548	0.78774	0.94289
6.24375	1.14941	0.81519	0.80169	0.94393
6.25625	1.14127	0.82194	0.79557	0.94401
6.26875	1.13948	0.83347	0.79031	0.94921
6.28125	1.11906	0.82824	0.81704	0.94030
6.29375	1.12268	0.84102	0.81421	0.94844
6.30625	1.12276	0.84874	0.82148	0.95317
6.31875	1.12157	0.86140	0.83780	0.96071
6.33125	1.09834	0.87020	0.85522	0.95768
6.34375	1.09875	0.86563	0.85480	0.95532
6.35625	1.10724	0.87628	0.85924	0.96470
6.36875	1.09707	0.88474	0.87755	0.96662
6.38125	1.08278	0.88984	0.89019	0.96473
6.39375	1.07470	0.89612	0.88021	0.96431
6.40625	1.07415	0.90090	0.89393	0.96764
6.41875	1.06240	0.91455	0.89829	0.97079
6.43125	1.05882	0.92126	0.92527	0.97491
6.44375	1.04348	0.92663	0.93755	0.97273
6.45625	1.03365	0.93794	0.95149	0.97602
6.46875	1.03225	0.95549	0.93608	0.98393
6.48125	1.02703	0.95755	0.96238	0.98485
6.49375	1.02231	0.97417	0.97934	0.99321
6.50625	1.01099	0.97674	0.97201	0.98970
6.51875	1.00849	0.99273	0.99678	0.99913
6.53125	1.00609	0.98841	1.01292	0.99697
6.54375	1.00758	0.99691	1.00408	1.00155
6.55625	0.99687	1.01322	1.01768	1.00718
6.56875	0.98130	1.01562	1.01732	1.00242
6.58125	0.98421	1.02901	1.03093	1.01176
6.59375	0.96227	1.03643	1.04735	1.00841
6.60625	0.96817	1.04762	1.06617	1.01808
6.61875	0.96328	1.04290	1.05421	1.01279
6.63125	0.95595	1.06860	1.06782	1.02484
6.64375	0.95806	1.07281	1.06854	1.02799
6.65625	0.94394	1.07114	1.06416	1.02130
6.66875	0.94917	1.08649	1.08888	1.03338
6.68125	0.94575	1.09263	1.08554	1.03515
6.69375	0.92933	1.09850	1.11336	1.03390
6.70625	0.92075	1.10847	1.10475	1.03538
6.71875	0.92714	1.11370	1.09040	1.03970
6.73125	0.91630	1.13257	1.10098	1.04647
6.74375	0.90953	1.12244	1.11184	1.03910
6.75625	0.90572	1.14262	1.13444	1.05014
6.76875	0.90034	1.14010	1.12704	1.04617
6.78125	0.89536	1.15303	1.14050	1.05219
6.79375	0.89030	1.15841	1.13808	1.05297
6.80625	0.89043	1.16195	1.13850	1.05498
6.81875	0.87879	1.16830	1.13688	1.05379
6.83125	0.87299	1.17604	1.13956	1.05593
6.84375	0.87279	1.17594	1.16100	1.05728
6.85625	0.86169	1.18455	1.15268	1.05708
6.86875	0.86118	1.19570	1.16791	1.06399
6.88125	0.86225	1.19650	1.18709	1.06616
6.89375	0.86011	1.18767	1.16058	1.05870
6.90625	0.85756	1.19897	1.18185	1.06532
6.91875	0.85090	1.19823	1.18682	1.06268
6.93125	0.85588	1.19857	1.18041	1.06435
6.94375	0.84684	1.20996	1.20671	1.06885
